system:index,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
498_0,140,15,342,239,294,6,33,254,75,271,136,37
499_0,51,0,137,110,140,2,5,93,29,68,41,12
500_0,20,18,49,48,51,15,1,39,8,31,14,11
501_0,13,13,11,12,12,13,7,11,16,11,11,8
502_0,20,1,44,44,53,0,1,39,7,30,12,3
503_0,39,3,112,105,123,2,5,85,14,76,32,5
504_0,23,16,48,47,57,18,16,42,23,42,23,15
505_0,35,1,89,87,94,1,2,68,13,56,25,4
506_0,26,10,41,30,34,9,20,33,30,37,28,12
507_0,41,3,138,120,129,0,6,81,20,80,35,6
508_0,15,6,34,37,40,5,2,32,7,24,10,7
509_0,40,12,83,66,74,10,26,68,43,75,50,20
510_0,40,1,103,94,100,1,5,76,19,75,29,5
511_0,56,12,116,91,106,7,24,91,46,98,59,22
512_0,12,12,22,20,24,16,14,17,18,19,13,9
513_0,24,9,51,44,51,9,15,40,29,43,27,13
514_0,4,8,15,15,15,6,1,9,2,7,6,5
515_0,3,1,24,17,31,1,2,17,2,15,1,5
516_0,91,8,220,187,229,4,22,168,60,183,82,21
517_0,40,8,98,88,107,6,16,78,37,87,43,14
518_0,34,7,88,94,109,0,3,57,32,40,28,9
519_0,86,7,197,164,184,3,20,156,46,149,72,23
520_0,31,1,59,66,75,1,2,57,8,40,15,5
521_0,35,10,98,72,88,10,19,57,32,80,50,14
522_0,24,0,47,49,56,1,1,46,10,28,14,3
523_0,3,5,12,18,18,3,1,10,3,6,5,3
524_0,30,9,35,25,32,10,25,31,41,36,27,15
525_0,9,1,31,35,44,1,1,24,3,15,7,4
526_0,58,11,83,93,104,19,13,93,28,62,29,15
527_0,26,20,57,66,63,18,2,53,10,33,17,14
528_0,23,2,49,73,72,2,1,48,6,32,12,4
529_0,76,5,197,165,194,2,8,146,29,139,64,13
530_0,56,3,135,132,149,2,5,110,16,92,40,6
531_0,29,1,60,74,77,1,1,62,6,36,16,4
532_0,18,1,45,64,64,1,1,42,6,26,11,4
533_0,32,1,95,93,101,1,4,69,14,63,25,5
534_0,2,14,10,11,11,7,0,6,5,4,7,11
535_0,32,17,65,80,78,12,2,74,12,41,20,13
536_0,55,15,113,105,129,13,21,97,44,98,52,22
537_0,21,1,43,43,50,0,1,40,7,27,11,3
538_0,50,3,159,138,163,1,6,99,20,98,44,8
539_0,52,16,75,84,95,26,16,83,29,59,29,18
540_0,23,17,42,45,51,18,9,38,17,32,17,15
541_0,26,8,30,23,28,8,21,26,36,31,23,13
542_0,69,2,132,128,143,1,6,117,28,101,43,8
543_0,37,2,116,116,127,1,4,81,15,76,32,5
544_0,27,10,44,32,36,9,21,35,32,38,29,12
545_0,5,1,31,22,51,15,0,54,5,12,11,4
546_0,15,1,29,35,40,1,1,32,4,16,7,3
547_0,86,5,169,156,181,4,15,144,45,138,64,18
548_0,28,8,53,66,60,8,2,51,10,32,16,8
549_0,22,8,52,48,59,8,3,42,12,35,16,8
550_0,5,8,14,22,20,6,1,15,3,8,9,4
551_0,4,8,15,15,15,6,1,9,2,8,6,5
552_0,26,9,32,23,29,8,21,26,35,32,23,13
553_0,31,23,53,53,65,28,17,52,24,41,23,22
554_0,5,7,12,18,16,6,1,10,3,7,8,4
555_0,51,1,92,92,98,1,3,88,19,65,30,5
556_0,29,2,106,85,90,0,4,56,14,49,20,2
557_0,84,12,175,151,167,9,30,144,53,151,82,25
558_0,53,3,163,139,169,1,7,102,21,105,48,8
559_0,5,8,17,17,17,6,1,11,2,9,6,5
560_0,33,10,46,36,39,7,21,42,36,40,31,13
561_0,27,2,62,59,69,1,2,48,10,42,19,3
562_0,33,2,71,72,83,1,2,67,10,50,19,6
563_0,70,7,166,140,155,4,20,136,43,132,69,22
564_0,35,1,93,90,98,1,4,70,14,59,25,4
565_0,24,1,46,68,65,2,1,46,6,35,12,4
566_0,30,8,59,70,66,8,2,57,11,36,16,8
567_0,3,5,11,16,16,4,1,10,2,5,9,3
568_0,32,2,46,54,57,2,2,56,9,36,14,5
569_0,6,9,14,20,18,6,1,14,3,8,10,5
570_0,26,1,57,58,68,1,1,54,7,36,15,3
571_0,4,5,12,17,17,4,1,11,3,6,9,4
572_0,8,19,17,19,16,16,2,14,4,9,11,11
573_0,31,9,58,70,66,9,2,59,11,36,17,9
574_0,65,10,191,133,164,5,20,124,41,152,79,19
575_0,75,5,208,163,194,1,13,146,36,150,75,16
576_0,16,2,88,63,81,0,5,44,14,40,13,3
577_0,49,10,108,99,119,8,18,94,40,90,48,18
578_0,6,18,16,20,19,12,1,14,3,9,11,11
579_0,23,2,42,65,58,2,1,49,6,28,11,5
580_0,58,10,126,115,139,7,18,104,42,104,54,19
581_0,36,3,101,94,103,1,7,75,21,68,29,7
582_0,25,0,44,48,55,1,1,48,9,26,15,3
583_0,69,2,148,132,139,2,8,123,28,115,47,8
584_0,44,8,102,90,110,6,16,82,38,90,45,14
585_0,6,18,17,20,18,12,1,14,3,8,10,11
586_0,35,10,65,43,52,8,22,46,34,55,35,15
587_0,53,3,151,144,160,1,6,109,21,103,45,7
588_0,77,11,240,163,219,6,21,154,45,193,94,23
589_0,58,2,112,108,122,1,4,96,21,84,34,6
590_0,28,1,60,63,73,1,1,55,8,39,15,5
591_0,8,24,17,23,20,18,2,17,4,9,11,14
592_0,20,1,32,35,39,1,1,38,8,21,8,3
593_0,25,1,48,56,64,2,1,50,7,31,12,4
594_0,27,0,45,49,56,1,1,48,9,29,15,3
595_0,28,10,50,34,40,9,21,36,33,43,31,14
596_0,33,2,94,87,93,1,6,67,20,71,26,5
597_0,31,9,49,37,41,6,19,42,34,41,30,12
598_0,21,2,40,53,52,2,1,45,7,28,13,5
599_0,14,7,29,36,32,6,1,27,5,16,9,5
600_0,31,5,59,77,74,4,1,57,10,31,17,8
601_0,31,11,50,38,41,8,22,42,35,45,34,14
602_0,16,1,73,57,90,2,1,44,12,37,15,1
603_0,120,13,291,202,248,5,28,218,64,227,117,31
604_0,38,1,98,103,113,2,1,78,10,57,23,5
605_0,25,11,49,61,57,12,1,46,9,28,15,10
606_0,6,3,17,22,23,3,1,16,2,12,5,3
607_0,16,1,33,40,46,2,1,33,5,20,8,3
608_0,42,1,100,96,103,1,4,80,16,69,30,5
609_0,21,8,48,58,58,6,1,42,8,30,13,7
610_0,6,9,16,21,19,9,2,14,4,8,12,6
611_0,31,1,94,92,103,0,3,68,13,58,24,4
612_0,45,3,136,133,146,1,5,96,17,88,38,6
613_0,6,8,13,19,17,7,1,12,3,8,8,5
614_0,56,1,101,104,117,1,6,93,22,71,31,8
615_0,41,12,77,63,72,10,26,62,43,71,44,20
616_0,23,1,49,51,58,0,1,45,8,32,13,3
617_0,45,2,94,91,99,1,4,80,16,66,29,5
618_0,10,3,25,34,34,2,1,26,2,15,8,3
619_0,24,1,53,57,63,1,1,51,7,33,14,4
620_0,11,13,33,36,37,9,1,27,4,19,10,8
621_0,54,7,103,109,129,9,14,93,32,83,42,17
622_0,74,2,135,129,145,2,7,120,30,106,47,9
623_0,15,10,22,26,27,13,6,19,14,19,13,11
624_0,2,16,13,13,13,10,1,8,2,5,8,8
625_0,28,1,56,71,77,3,2,56,8,42,15,5
626_0,86,7,205,170,195,4,21,154,43,150,70,21
627_0,10,9,16,18,20,12,5,13,12,15,9,7
628_0,58,10,168,119,147,5,20,113,41,135,75,20
629_0,12,2,29,41,40,2,1,31,3,18,9,3
630_0,83,5,204,141,181,3,17,147,35,133,72,15
631_0,30,1,58,76,75,1,1,63,6,36,14,5
632_0,6,8,14,21,19,7,1,14,4,8,9,5
633_0,44,9,80,101,95,6,2,81,13,51,21,12
634_0,3,16,11,12,13,9,1,7,4,5,7,11
635_0,20,7,36,28,33,6,15,25,25,30,21,10
636_0,31,2,82,80,91,1,3,63,11,54,24,3
637_0,67,14,125,100,110,7,28,105,51,108,64,24
638_0,49,2,151,134,128,0,7,95,27,74,39,6
639_0,41,7,77,62,69,4,17,66,35,63,40,14
640_0,19,7,38,33,37,7,12,28,25,32,21,10
641_0,29,9,36,26,30,8,20,30,37,34,25,14
642_0,17,1,31,35,39,1,1,34,5,17,8,3
643_0,62,3,186,154,182,1,7,125,25,121,54,10
644_0,47,11,86,70,79,12,26,71,44,76,48,19
645_0,17,2,37,54,50,2,1,41,5,24,11,4
646_0,6,8,15,21,20,8,1,14,4,8,10,5
647_0,27,6,52,64,59,6,2,49,10,31,15,7
648_0,46,4,119,103,111,1,10,85,26,79,35,9
649_0,26,14,45,45,55,19,13,46,21,34,20,15
650_0,31,1,103,102,114,0,4,74,14,65,25,4
651_0,5,8,18,22,22,5,1,13,2,8,6,6
652_0,25,1,42,51,55,1,2,48,7,29,11,5
653_0,110,10,282,194,237,4,24,202,53,211,100,25
654_0,60,7,147,123,145,3,19,114,41,124,60,15
655_0,35,2,69,67,75,1,1,57,11,51,19,3
656_0,76,7,193,163,190,2,8,146,28,141,65,13
657_0,71,4,188,150,172,2,10,132,30,131,61,13
658_0,10,0,35,34,53,0,2,47,3,17,8,5
659_0,80,7,162,148,171,5,17,139,48,133,63,19
660_0,84,6,222,165,194,2,15,156,39,164,79,17
661_0,83,11,240,165,215,4,22,164,48,191,96,24
662_0,15,1,30,36,42,1,1,32,5,18,8,3
663_0,44,8,80,89,102,11,14,80,28,70,36,14
664_0,31,1,89,86,96,1,2,64,11,56,24,4
665_0,22,1,34,35,40,1,1,40,8,22,9,3
666_0,43,1,78,78,86,1,3,74,15,51,23,4
667_0,40,8,79,75,91,8,6,68,21,51,23,10
668_0,12,12,20,19,21,13,10,15,16,15,12,8
669_0,4,1,25,28,35,4,1,18,2,9,4,2
670_0,27,9,60,51,59,8,16,47,31,51,31,12
671_0,43,12,83,66,75,10,24,67,42,71,45,20
672_0,4,5,11,18,17,4,1,11,3,5,9,3
673_0,2,16,12,12,13,9,0,8,2,5,9,9
674_0,61,8,133,113,126,7,23,106,41,112,62,20
675_0,25,1,53,57,64,1,1,52,7,35,14,5
676_0,95,8,209,188,217,5,21,171,58,165,75,21
677_0,93,8,259,198,243,2,14,177,41,189,96,20
678_0,9,10,20,28,27,7,2,20,6,14,10,7
679_0,7,17,19,21,19,13,2,14,3,11,12,9
680_0,90,7,213,147,177,3,21,159,43,153,76,20
681_0,46,2,136,135,143,1,5,98,19,91,40,6
682_0,32,12,35,27,30,11,26,31,42,36,28,16
683_0,7,19,17,20,18,16,2,14,3,9,11,9
684_0,25,1,82,72,89,0,1,56,13,39,19,1
685_0,21,16,40,38,45,20,18,34,24,36,21,13
686_0,24,2,49,67,66,2,1,49,7,36,13,5
687_0,6,13,22,22,23,9,1,15,3,12,9,9
688_0,33,10,40,30,35,8,23,36,37,38,30,14
689_0,32,1,60,60,68,0,2,57,12,37,18,3
690_0,10,30,21,26,23,26,2,20,5,12,14,15
691_0,47,10,69,80,91,15,13,79,28,58,31,17
692_0,95,8,217,156,186,3,19,165,42,161,82,20
693_0,3,4,11,16,16,2,1,9,2,5,8,2
694_0,13,13,27,28,30,14,10,21,15,19,11,11
695_0,24,0,41,45,52,1,1,44,8,25,13,3
696_0,10,5,27,29,31,4,1,24,6,18,9,5
697_0,39,0,102,89,128,2,2,70,27,45,28,13
698_0,2,0,16,12,38,0,6,33,2,9,2,7
699_0,2,10,9,8,9,5,0,5,3,3,6,7
700_0,57,0,151,118,145,1,7,102,30,76,46,11
701_0,29,7,57,68,63,6,1,55,11,35,16,7
702_0,77,2,142,134,150,2,8,126,31,112,50,10
703_0,52,7,152,112,136,4,17,101,34,120,62,16
704_0,33,9,61,76,70,7,2,64,13,38,18,9
705_0,41,1,116,99,132,2,3,78,31,55,32,12
706_0,4,7,11,15,14,6,1,10,2,6,7,4
707_0,24,1,42,50,54,1,2,47,7,28,11,5
708_0,92,7,233,175,204,3,15,169,43,173,84,18
709_0,47,17,80,77,93,24,14,72,28,58,27,17
710_0,24,3,48,60,55,4,2,48,10,30,14,6
711_0,40,2,96,91,106,1,3,74,13,65,29,5
712_0,18,7,39,40,44,6,3,35,10,27,13,7
713_0,71,6,181,150,176,3,18,132,36,132,62,19
714_0,28,1,62,74,81,2,1,62,6,36,16,5
715_0,8,4,22,26,28,3,1,21,4,15,6,4
716_0,34,10,53,41,45,6,19,46,36,45,32,14
717_0,91,7,216,181,205,3,20,171,45,165,77,24
718_0,22,8,31,24,27,7,16,26,27,29,21,10
719_0,32,1,79,85,94,2,1,67,9,47,19,5
720_0,28,1,88,74,86,1,3,53,12,43,17,1
721_0,17,1,29,35,37,1,1,35,5,16,8,2
722_0,1,7,10,11,11,3,0,7,1,3,4,4
723_0,17,6,37,38,43,6,3,33,9,26,13,7
724_0,54,10,78,88,98,19,12,87,26,57,27,14
725_0,4,7,12,16,14,5,1,10,1,6,5,5
726_0,28,1,86,72,88,1,1,60,11,39,20,1
727_0,38,2,95,88,101,1,3,70,12,61,26,4
728_0,32,7,70,85,85,7,2,62,10,48,17,10
729_0,13,8,16,20,19,9,4,15,11,15,12,9
730_0,7,1,31,32,40,2,0,21,2,9,6,5
731_0,31,26,62,65,67,22,3,56,11,42,18,17
732_0,3,10,13,14,14,8,1,7,2,6,6,7
733_0,25,7,53,65,63,5,1,47,9,29,15,7
734_0,35,10,83,60,72,10,19,52,30,67,40,13
735_0,33,1,66,86,94,2,2,66,8,47,15,5
736_0,42,3,120,105,114,1,7,82,19,80,36,6
737_0,2,8,12,12,12,7,0,6,2,5,6,5
738_0,5,5,14,19,19,4,1,13,2,7,5,4
739_0,33,2,75,74,87,1,2,64,9,50,20,4
740_0,23,2,47,66,63,3,1,48,7,32,12,5
741_0,34,1,80,81,94,1,1,66,9,56,22,4
742_0,3,8,18,19,19,5,0,10,1,7,5,5
743_0,92,9,207,173,191,3,22,164,50,159,78,25
744_0,28,3,56,79,80,3,1,58,8,33,15,6
745_0,19,3,37,51,50,2,1,43,7,25,13,6
746_0,45,4,119,103,113,1,9,85,24,78,34,9
747_0,52,3,124,119,136,2,5,99,16,86,36,6
748_0,2,0,17,12,37,0,7,34,2,9,3,8
749_0,36,1,67,65,74,1,2,63,13,41,20,4
750_0,19,12,43,48,47,10,2,38,8,28,13,8
751_0,27,1,61,67,75,2,1,58,7,39,15,5
752_0,58,3,177,157,186,1,6,121,22,110,48,7
753_0,63,7,170,138,157,3,14,120,34,129,59,15
754_0,8,0,49,35,57,5,0,48,10,21,10,4
755_0,2,7,14,17,15,4,1,10,1,6,5,5
756_0,5,0,24,21,45,4,3,50,4,10,8,10
757_0,107,9,293,221,265,3,17,204,48,216,102,22
758_0,118,14,273,208,247,4,17,209,48,215,106,23
759_0,20,7,46,39,45,7,13,34,26,38,25,10
760_0,85,8,197,164,184,4,23,150,44,150,75,23
761_0,85,7,213,177,203,4,22,158,44,159,75,23
762_0,66,3,157,134,146,1,12,121,34,112,49,10
763_0,26,1,51,51,58,0,1,48,10,31,15,3
764_0,29,2,89,82,91,1,4,59,13,62,24,5
765_0,23,1,38,40,45,0,2,43,9,24,11,3
766_0,2,10,12,12,12,7,1,7,2,5,7,6
767_0,3,9,13,12,12,8,1,6,1,5,7,6
768_0,1,2,32,18,28,3,1,15,1,8,0,6
769_0,31,1,88,86,97,1,3,64,11,57,24,4
770_0,35,2,80,78,91,1,2,66,10,52,21,4
771_0,9,30,21,25,23,24,2,18,4,12,14,15
772_0,10,0,53,39,63,5,0,49,13,22,11,5
773_0,34,2,75,73,85,1,3,61,11,52,24,4
774_0,67,2,159,139,144,2,9,126,31,120,48,9
775_0,30,1,69,67,77,1,1,58,9,44,18,3
776_0,3,5,12,15,15,5,1,9,1,5,5,3
777_0,7,7,18,25,23,4,1,18,5,11,6,5
778_0,30,25,52,57,67,30,18,52,23,41,23,23
779_0,35,9,75,64,74,8,19,58,35,62,36,14
780_0,2,13,13,14,14,9,1,9,2,5,7,7
781_0,53,1,88,91,101,1,5,87,21,59,28,7
782_0,72,10,147,117,128,4,21,118,46,115,61,22
783_0,60,5,156,130,154,2,14,107,29,118,54,13
784_0,92,6,258,194,230,2,14,181,39,187,86,18
785_0,2,12,9,9,8,7,1,5,4,3,7,10
786_0,32,1,96,91,100,1,4,68,14,65,25,5
787_0,17,0,51,57,65,0,1,49,5,22,13,3
788_0,7,7,16,22,19,7,2,17,5,11,10,6
789_0,1,7,10,12,11,4,1,7,1,3,5,5
790_0,52,3,151,145,161,1,6,109,19,103,43,7
791_0,46,3,137,131,149,1,5,95,18,90,39,6
792_0,59,3,170,138,162,1,9,115,27,114,52,10
793_0,17,7,38,38,43,8,3,32,11,27,13,8
794_0,40,4,75,94,97,5,1,70,11,48,18,9
795_0,46,11,74,78,90,15,15,75,30,59,34,19
796_0,76,2,142,134,155,1,8,117,29,107,44,9
797_0,4,21,16,18,21,13,1,12,4,9,12,12
798_0,36,2,88,86,102,1,2,69,10,56,24,3
799_0,35,6,66,86,84,6,2,64,10,46,17,9
800_0,67,7,191,141,164,3,15,131,36,144,69,17
801_0,9,11,18,26,23,8,2,18,7,13,10,7
802_0,26,14,51,63,59,14,1,50,9,29,16,12
803_0,19,1,30,36,37,1,1,35,6,18,8,3
804_0,25,1,54,79,82,1,2,63,7,32,13,4
805_0,21,1,37,46,50,1,1,42,6,24,10,4
806_0,28,2,57,56,65,1,2,47,8,42,17,3
807_0,72,5,178,150,179,2,8,134,27,129,62,13
808_0,30,2,88,81,86,1,5,62,16,65,25,5
809_0,29,9,34,24,30,9,23,28,39,34,26,15
810_0,5,4,17,21,21,3,1,14,3,10,6,4
811_0,4,3,14,19,19,2,1,12,2,8,4,3
812_0,76,7,159,128,144,3,19,124,42,118,59,21
813_0,15,12,32,33,40,14,14,29,21,30,19,11
814_0,35,1,63,82,86,2,2,69,9,46,16,6
815_0,5,6,12,18,17,5,1,11,3,7,8,4
816_0,28,1,65,65,77,1,1,56,7,41,16,3
817_0,21,2,37,50,49,2,1,44,8,26,13,6
818_0,2,16,11,13,13,9,1,8,1,5,9,9
819_0,36,12,70,86,85,9,1,70,13,48,18,12
820_0,32,2,88,86,99,1,3,67,12,59,25,4
821_0,2,13,10,11,11,6,0,6,2,3,6,8
822_0,43,11,78,62,67,9,25,69,41,70,47,18
823_0,21,9,45,39,44,9,14,36,28,39,24,12
824_0,4,6,13,20,20,5,1,11,2,7,8,3
825_0,92,4,216,165,205,2,15,159,31,134,106,14
826_0,6,11,24,24,25,8,0,15,3,13,9,8
827_0,4,4,9,14,13,3,1,9,3,6,6,5
828_0,41,11,78,79,93,12,17,73,33,69,37,17
829_0,66,6,144,117,130,2,16,111,37,103,50,17
830_0,24,1,35,46,46,1,1,44,7,24,11,5
831_0,29,5,56,78,74,5,1,58,10,32,17,7
832_0,71,4,194,156,181,1,10,138,30,134,61,12
833_0,33,2,96,91,113,1,3,61,28,39,29,10
834_0,4,8,15,15,15,7,1,9,2,8,7,6
835_0,20,7,47,39,45,6,12,33,25,38,25,10
836_0,32,1,58,73,74,1,1,65,7,37,16,5
837_0,19,1,44,44,52,0,1,38,7,28,12,3
838_0,36,12,91,80,101,10,17,68,34,76,39,17
839_0,24,1,54,78,81,1,1,53,6,40,13,5
840_0,79,3,167,150,163,2,10,138,32,130,55,11
841_0,8,10,24,28,30,7,1,17,3,12,8,8
842_0,25,6,51,67,62,8,1,49,9,30,15,9
843_0,35,3,96,91,98,1,7,71,20,64,27,6
844_0,18,0,33,38,44,0,1,36,7,19,10,3
845_0,60,6,159,132,156,2,15,109,31,122,57,15
846_0,83,9,187,162,199,6,23,152,59,163,74,21
847_0,2,1,20,12,33,0,5,22,4,8,1,6
848_0,52,12,112,94,105,10,26,93,46,98,59,21
849_0,8,12,26,28,29,8,1,19,4,12,8,10
850_0,20,7,33,27,29,6,15,25,25,27,19,9
851_0,54,13,106,88,100,8,26,86,48,97,57,22
852_0,71,5,206,163,191,2,11,136,29,144,61,13
853_0,38,1,75,78,85,1,2,70,14,50,23,4
854_0,19,19,49,49,51,15,1,38,7,32,14,12
855_0,8,6,8,12,10,6,3,9,8,9,9,7
856_0,3,17,15,17,19,10,1,11,3,8,11,11
857_0,43,4,68,66,77,3,3,71,18,43,21,8
858_0,44,8,114,99,123,6,17,86,39,102,50,15
859_0,94,7,241,192,232,2,12,183,39,178,88,19
860_0,40,13,90,82,101,10,18,76,35,74,41,18
861_0,36,11,87,80,98,10,17,68,32,75,39,17
862_0,32,1,62,76,83,2,1,67,8,39,17,6
863_0,25,1,48,58,64,2,1,53,7,31,13,5
864_0,29,14,46,53,64,21,13,50,20,37,19,16
865_0,14,5,34,39,39,6,1,28,5,20,10,5
866_0,31,0,57,60,68,0,2,58,12,33,18,3
867_0,7,21,19,23,20,14,1,17,3,9,11,12
868_0,30,1,91,87,98,1,3,63,12,56,24,4
869_0,8,0,65,40,86,4,0,47,11,29,17,2
870_0,94,6,214,171,200,2,21,161,53,167,77,18
871_0,91,3,213,177,198,2,14,163,44,163,66,14
872_0,36,12,39,29,34,11,28,34,46,39,30,16
873_0,2,11,10,12,12,6,1,7,2,4,7,6
874_0,27,8,55,67,62,6,2,56,11,34,16,8
875_0,3,5,11,16,15,4,1,10,2,5,9,3
876_0,12,3,29,35,36,2,1,29,5,18,9,4
877_0,31,1,67,82,89,2,1,70,7,40,18,5
878_0,20,7,37,41,45,5,2,39,10,26,12,7
879_0,4,18,13,16,16,10,1,11,3,6,10,11
880_0,28,9,57,71,71,10,1,52,10,33,16,9
881_0,28,2,49,60,64,2,1,54,8,34,15,5
882_0,75,7,209,161,193,2,14,146,37,152,74,17
883_0,83,6,220,176,212,2,11,161,34,156,77,16
884_0,6,6,10,17,14,6,2,10,3,7,7,5
885_0,51,2,133,117,124,2,7,99,24,98,39,6
886_0,33,10,38,27,34,10,27,34,44,38,29,17
887_0,3,13,16,15,15,10,1,9,2,6,7,8
888_0,58,3,170,160,177,1,6,122,23,109,49,8
889_0,43,14,92,92,112,14,20,83,38,80,43,19
890_0,63,8,173,140,157,3,16,121,36,132,61,16
891_0,40,2,97,99,112,2,2,83,10,62,23,6
892_0,21,1,44,52,59,1,1,44,6,28,11,4
893_0,39,2,91,87,103,1,3,72,12,63,27,4
894_0,23,7,48,60,56,8,1,43,8,28,14,8
895_0,83,3,193,161,176,2,12,149,40,147,59,12
896_0,3,15,12,15,15,9,1,9,3,5,9,10
897_0,101,8,247,178,216,3,18,181,43,185,86,20
898_0,26,1,53,57,64,0,1,48,9,36,15,3
899_0,72,2,134,128,142,2,7,120,29,105,46,9
900_0,25,1,41,44,48,0,1,45,9,25,12,3
901_0,3,5,12,19,19,3,1,11,2,6,5,3
902_0,55,1,90,95,107,1,5,92,23,62,31,8
903_0,2,2,29,20,29,4,0,16,1,7,1,5
904_0,9,21,20,22,19,18,2,16,4,12,13,12
905_0,45,3,114,101,111,1,10,81,25,78,34,9
906_0,46,10,123,88,109,7,20,84,37,103,62,17
907_0,15,13,15,17,18,12,7,16,16,15,12,10
908_0,58,12,125,115,133,9,20,108,48,112,54,20
909_0,23,2,46,62,62,2,1,45,7,35,12,5
910_0,87,11,228,168,194,5,21,161,47,178,91,23
911_0,30,1,87,81,86,1,4,60,14,63,24,5
912_0,30,1,61,64,72,1,1,55,10,44,18,3
913_0,118,13,288,218,265,4,16,212,48,223,107,23
914_0,36,10,52,40,43,6,21,48,39,45,32,15
915_0,40,3,106,95,108,1,8,73,21,73,33,7
916_0,31,2,72,70,81,1,2,61,9,46,19,3
917_0,33,1,96,86,87,1,2,60,12,48,21,1
918_0,6,8,15,21,19,6,1,12,3,8,9,4
919_0,103,8,290,224,275,2,13,205,42,213,100,21
920_0,6,20,18,21,21,13,1,15,3,10,11,11
921_0,32,2,95,90,97,1,3,66,12,65,26,4
922_0,69,5,216,165,204,1,11,142,33,152,68,14
923_0,28,11,52,36,42,10,23,38,33,45,32,14
924_0,29,1,75,81,92,5,1,65,8,41,19,4
925_0,93,9,262,180,224,4,22,179,51,202,99,25
926_0,43,3,126,128,133,1,5,91,17,82,37,5
927_0,73,6,182,155,180,2,9,138,29,130,64,13
928_0,41,2,105,96,113,1,3,78,13,70,28,4
929_0,2,12,11,12,11,10,1,6,1,4,6,6
930_0,41,2,109,100,115,1,3,78,13,62,27,3
931_0,80,4,187,158,176,2,16,140,48,145,65,15
932_0,6,4,16,22,22,4,1,16,2,11,6,4
933_0,14,5,36,35,44,4,1,30,7,23,11,5
934_0,5,4,14,19,19,3,1,13,1,9,4,3
935_0,35,10,45,34,38,7,21,40,38,40,29,15
936_0,27,18,41,48,56,27,14,45,20,34,17,16
937_0,2,0,17,13,39,0,6,34,2,10,3,7
938_0,13,7,28,35,32,6,1,26,4,16,9,5
939_0,29,1,58,57,66,1,1,48,9,44,17,3
940_0,20,1,42,41,49,0,1,38,7,25,11,3
941_0,105,10,248,186,224,3,15,186,41,192,91,19
942_0,3,15,11,12,13,8,1,8,3,5,8,10
943_0,9,12,30,31,33,8,1,24,4,16,10,8
944_0,43,1,75,77,85,1,4,73,17,47,23,5
945_0,32,1,66,63,71,1,2,55,11,46,20,4
946_0,83,6,242,188,227,2,11,171,34,171,77,16
947_0,4,5,13,15,15,4,1,11,2,6,5,4
948_0,84,7,196,166,205,4,20,153,55,167,76,19
949_0,10,7,14,19,16,8,4,12,9,12,10,8
950_0,2,11,10,8,8,6,0,5,3,3,6,9
951_0,17,1,44,65,72,1,2,51,4,30,8,5
952_0,7,16,19,22,20,11,1,15,3,10,12,10
953_0,16,13,27,24,28,15,12,23,19,21,14,11
954_0,29,16,58,58,68,18,11,49,20,41,20,15
955_0,2,12,9,10,8,7,1,5,4,3,7,10
956_0,79,7,225,173,209,2,14,154,37,165,76,17
957_0,37,1,93,95,107,2,1,80,10,56,22,5
958_0,26,10,29,21,25,10,23,26,37,31,23,14
959_0,6,4,15,21,21,3,1,15,2,10,5,4
960_0,4,9,12,14,12,8,1,9,2,6,7,7
961_0,31,1,61,62,70,1,1,53,9,45,17,3
962_0,14,13,28,26,31,15,12,22,16,25,14,10
963_0,54,13,127,94,113,9,22,90,39,110,64,19
964_0,2,2,23,18,34,7,1,14,1,9,2,1
965_0,32,10,44,34,38,6,19,39,36,39,28,14
966_0,40,2,91,89,101,1,3,74,12,61,28,4
967_0,105,4,255,164,199,2,23,183,44,161,100,19
968_0,2,9,9,10,9,4,0,6,2,3,5,6
969_0,10,5,24,28,29,5,1,21,3,15,7,4
970_0,23,1,47,71,72,1,1,50,6,33,12,4
971_0,63,1,109,109,117,1,5,104,22,80,36,6
972_0,10,5,26,30,31,4,1,24,5,17,8,5
973_0,70,8,165,146,161,7,24,131,45,138,75,21
974_0,37,10,72,57,63,7,21,61,37,63,43,16
975_0,35,10,45,33,38,9,25,40,40,42,32,15
976_0,33,2,67,68,80,1,1,63,9,51,20,5
977_0,30,1,71,73,84,1,1,60,8,44,17,4
978_0,40,1,72,70,79,1,3,69,14,44,21,4
979_0,18,6,33,25,29,6,12,24,23,27,19,8
980_0,15,1,30,36,41,1,1,32,6,17,8,3
981_0,69,8,191,137,167,4,18,129,39,148,74,18
982_0,23,0,40,44,51,1,1,44,7,24,13,3
983_0,27,10,44,35,41,9,21,35,34,40,28,14
984_0,13,12,23,21,26,14,13,19,17,21,13,9
985_0,92,8,219,152,186,3,21,162,45,161,84,22
986_0,6,18,14,21,17,12,1,15,3,8,11,11
987_0,73,2,137,130,149,1,7,115,28,101,41,7
988_0,27,2,59,78,78,2,1,54,7,36,15,5
989_0,3,8,11,14,11,7,1,8,2,6,6,6
990_0,69,5,193,173,199,1,8,139,26,132,60,11
991_0,30,2,47,53,58,2,2,53,9,35,13,5
992_0,2,7,14,16,15,4,1,9,1,5,5,4
993_0,1,1,30,16,28,2,1,14,1,7,0,7
994_0,65,4,179,153,179,1,8,128,24,120,56,10
995_0,48,13,106,80,94,14,24,75,40,92,53,18
