system:index,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,LaiStdDev
1053_0,37,128,0,6,9,2
1054_0,79,0,10,7,26,10
1055_0,16,128,0,8,2,1
1056_0,38,128,2,5,9,2
1057_0,74,0,2,9,21,11
1058_0,23,32,2,9,3,2
1059_0,13,128,0,7,2,1
1060_0,39,128,2,5,10,2
1061_0,10,128,0,0,1,0
1062_0,92,0,34,5,48,10
1063_0,11,128,0,6,2,1
1064_0,33,128,2,6,9,2
1066_0,50,128,2,4,13,2
1067_0,15,136,8,5,2,1
1068_0,37,160,2,6,7,1
1071_0,82,0,8,7,29,11
1072_0,53,128,2,4,13,2
1073_0,62,128,0,4,18,2
1074_0,67,0,0,9,16,4
1075_0,79,0,2,8,26,13
1076_0,59,1,2,9,15,5
1077_0,51,128,0,5,12,2
1078_0,17,128,0,9,3,1
1079_0,14,136,2,0,2,0
1080_0,41,128,2,4,10,2
1081_0,67,128,2,4,20,2
1085_0,21,128,2,7,4,2
1086_0,68,4,2,9,19,4
1087_0,10,128,0,0,1,0
1088_0,29,128,0,5,5,1
1090_0,34,128,2,5.5,6,1
1091_0,12,128,0,7,2,1
1092_0,75,0,10,7,23,10
1093_0,23,128,2,7,5,2
1095_0,50,8,2,8,11,3
1096_0,12,160,2,7,2,1
1097_0,54,128,2,4,14,2
1098_0,28,128,0,5,6,1
1101_0,51,32,2,9,11,3
1102_0,9,136,2,0,1,0
1103_0,60,8,2,9,13,3
1105_0,17,136,2,5,3,1
1107_0,26,128,0,5,5,1
1108_0,80,0,10,7,27,11
1109_0,31,128,2,4,5,1
1110_0,62,0,2,9,16,4
1111_0,30,128,2,3,5,1
1113_0,17,136,2,5,3,1
1114_0,87,0,32,7,36,12
1115_0,19,128,0,8,3,1
1117_0,50,8,0,8,8,2
1118_0,57,4,2,10,14,5
1119_0,22,128,2,6,4,1.5
1121_0,54,128,0,4,15,2
1122_0,71,0,2,9,19,10
1123_0,33,128,2,5,8,1
1124_0,47,128,2,4,12,1
1125_0,19,128,0,6,3,1
1126_0,10,128,0,0,1,0
1127_0,78,0,2,9,26,11
1129_0,36,129,2,4,6,1
1130_0,12,136,0,6,2,1
1131_0,57,128,2,4,15,2
1133_0,20,128,2,4,3,1
1134_0,88,0,32,5,37,11
1135_0,10,128,0,5,2,1
1136_0,63,8,2,9,16,4
1137_0,38,128,0,5,9,2
1138_0,62,128,0,4,17,2
1139_0,22,128,0,7,4,2
1140_0,13,128,0,7,2,1
1141_0,43,128,2,5,10,1
1145_0,26,128,2,6,4,2
1146_0,11,128,2,6,2,1
1147_0,11,128,0,6,2,1
1148_0,17,128,0,8,3,1
1150_0,43,128,2,3,7,1
1151_0,40,128,2,4,7,1
1152_0,16,128,0,7,2,1
1153_0,11,136,0,6,2,1
1154_0,39,128,0,4,7,1
1155_0,22,128,2,6,5,2
1156_0,44,136,2,4,8,1
1157_0,9,128,0,0,1,0
1158_0,55,128,2,4,15,2
1159_0,41,128,2,5,11,2
1160_0,9,128,2,0,1,0
1161_0,90,8,42,6.5,43,7
1163_0,76,0,2,8.5,25,12
1164_0,11,128,0,6,2,1
1165_0,52,136,2,3,10,1
1166_0,10,128,0,0,1,0
1167_0,31,129,0,6,7,2
1168_0,66,0,2,9,18,5
1170_0,44,129,0,4,7,1
1171_0,38,132,2,5,8,1
1172_0,11,136,2,5,2,1
1174_0,91,0,32,5,45,11
1175_0,43,32,2,8,9,3
1176_0,93,8,97,8,53,7
1177_0,11,128,2,6,2,1
1178_0,12,136,2,7,2,1
1179_0,28,130,0,5,5,1
1180_0,59,0,2,9,15,4
1181_0,55,128,2,5,13,2
1182_0,10,128,0,4,1,1
1184_0,44,129,2,4,8,1
1186_0,37,128,0,4,5,1
1187_0,22,128,2,7,3,1
1188_0,51,136,2,5,11,2
1189_0,30,136,2,4,5,1
1191_0,41,136,2,5,9,1
1192_0,25,136,2,6,4,1
1193_0,16,136,2,7,2,1
1194_0,45,128,0,5,10,2
1195_0,8,160,0,0,1,0
1196_0,13,128,0,7,2,1
1197_0,19,128,0,7,4,2
1198_0,25,136,2,4,5,1
1200_0,10,128,2,6,2,1
1202_0,36,128,2,6,7,1
1203_0,9,136,0,0,1,0
1204_0,34,132,2,5,8,1
1205_0,14,128,0,7,2,1
1206_0,36,128,2,4,7,1
1208_0,30,128,2,6,6,1
1209_0,52,128,2,5,11,2
1210_0,34,136,2,5,7,1
1214_0,29,129,0,6,5,2
1215_0,14,128,0,7,2,1
1217_0,38,129,2,5,8,1
1218_0,18,128,0,9,3,1
1219_0,54,128,2,5,10,1
1220_0,42,132,2,5,8,1
1221_0,36,128,2,5,6,1
1222_0,39,128,2,5,10,2
1223_0,25,128,2,7,4,2
1224_0,12,136,0,7,2,1
1225_0,42,128,2,5,10,2
1226_0,51,129,2,4,13,2
1227_0,25,128,2,0,3,0
1228_0,14,128,0,7,2,1
1230_0,39,128,2,5,7,1
1232_0,11,128,0,6,2,1
1233_0,31,129,2,5,6,1
1234_0,63,1,2,9,15,4
1235_0,35,128,2,5,7,1
1236_0,24,128,2,5,5,1
1237_0,14,128,0,7,2,1
1238_0,11,128,0,6,2,1
1240_0,37,128,0,5,8,1
1242_0,60,128,2,4,15,2
1243_0,52,129,2,4,12,1
1244_0,29,136,2,7,5,1
1246_0,17,128,2,8,3,1
1248_0,43,128,2,3,7,1
1249_0,16,136,2,7,2,1
1250_0,13,136,2,5,2,1
1252_0,19,128,2,8,3,2
1253_0,15,136,2,7,2,1
1255_0,38,136,0,4,9,1
1256_0,45,136,2,4,7,1
1257_0,31,128,0,6,7,2
1258_0,9,160,8,5,1,1
1259_0,59,128,2,4,16,2
1260_0,71,1,0,9,18,7.5
1261_0,38,4,2,9,8,3.5
1262_0,35,128,2,5,7,1
1263_0,53,129,0,5,15,2
1265_0,43,8,2,9,9,3
1266_0,10,136,2,0,1,0
1267_0,11,129,2,6,2,1
1268_0,37,128,0,6,7,1
1269_0,68,1,2,8,22,10
1270_0,10,160,2,0,1,0
1271_0,85,1,18,6,33,9
1272_0,26,160,0,5,3,1
1273_0,20,128,2,8,3,1
1274_0,24,136,2,7,4,1
1275_0,39,132,2,5,8,1
1276_0,81,0,2,7,29,11
1279_0,10,136,0,0,1,0
1280_0,41,128,2,5,10,2
1281_0,76,9,2,7,25,11
1282_0,10,128,2,5,2,1
1283_0,60,0,2,9,15,4
1284_0,32,128,2,6,6,2
1285_0,9,136,2,0,2,0
1286_0,44,128,2,5,10,2
1287_0,74,0,2,9,22,10.5
1288_0,40,128,0,5,10,2
1289_0,91,1,97,7,50,8
1290_0,91,0,32,4,44,11
1291_0,27,128,2,5,5,1
1292_0,80,8,2,7,27,11
1293_0,24,128,0,5,4,1
1296_0,59,4,10,9,14,11
1297_0,66,0,2,9,20,11
1299_0,9,136,0,0,1,0
1300_0,26,136,2,5,4,1
1301_0,61,0,2,9.5,15,5
1302_0,9,136,0,0,1,0
1304_0,62,128,2,4,15,2
1305_0,40,128,2,5,9,2
1306_0,37,128,2,4,9,1
1307_0,40,128,2,6,11,2
1308_0,9,136,0,0,1,0
1309_0,26,136,2,6,5,1
1310_0,53,128,2,4,14,2
1312_0,16,132,2,6,3,1
1315_0,31,4,18,9,7,3
1316_0,35,128,0,5,8,1
1317_0,83,0,32,6,33,10
1318_0,92,8,97,8,50,10
1319_0,50,128,0,4,13,2
1320_0,51,128,0,4,13,1
1321_0,52,128,0,4,14,2
1322_0,10,128,0,0,1,0
1323_0,30,128,2,5,6,1
1324_0,9,161,2,5,1,1
1325_0,23,160,2,6,4,1
1326_0,7,136,0,0,1,0
1328_0,44,128,2,3,7,1
1329_0,48,128,0,3,10,1
1330_0,69,0,2,9,18,7
1331_0,76,1,2,8,25,12
1332_0,10,128,0,0,1,0
1333_0,57,0,2,9,15,4
1337_0,21,136,2,5,3,1
1339_0,37,128,0,6,8,2
1340_0,23,128,2,6,4,1
1341_0,24,128,2,3,3,1
1342_0,70,4,2,8,22,10.5
1343_0,56,4,2,10,13,4
1345_0,77,4,2,7,26,11
1346_0,66,1,2,9,18,10
1347_0,89,0,32,5.5,38,11
1348_0,35,136,2,5,9,2
1349_0,43,128,0,5,11,2
1350_0,9,136,0,0,1,0
1351_0,34,128,2,3,6,1
1352_0,92,0,34,4,45,11
1354_0,33,128,2,6,8,2
1355_0,90,0,34,6,45,11
1358_0,16,136,2,5,3,1
1359_0,51,128,0,4,13,2
1360_0,60,128,2,4,16,2
1361_0,42,128,2,5,10,2
1362_0,12,128,0,6,2,1
1363_0,26,128,2,5.5,5,1
1364_0,19,128,2,7,3,1
1365_0,24,129,2,6,4,2
1367_0,44,4,2,9,9,3
1368_0,48,128,2,5,12,2
1369_0,10,128,2,6,2,1
1370_0,87,0,32,6,36,11
1371_0,41,128,0,4,7,1
1372_0,22,132,2,4,3,1
1373_0,74,0,2,9,24,11
1376_0,9,136,0,0,1,0
1378_0,10,160,0,0,1,0
1379_0,42,128,2,4,9,1
1380_0,13,128,0,7,2,1
1381_0,13,8,97,9,2,3
1383_0,84,8,32,6,36,11
1384_0,42,137,2,5,8,1
1386_0,10,128,0,6,2,1
1387_0,7,160,0,0,1,0
1388_0,73,0,0,9,21,9
1389_0,65,0,2,9,17,5
1391_0,36,136,2,5,8,1
1392_0,52,129,2,4,13,2
1393_0,81,0,2,8,27,12
1394_0,9,136,0,0,1,0
1395_0,58,1,0,9,13,3
1396_0,54,8,0,8,10,2
1397_0,65,128,2,4,15,2
1398_0,20,128,2,8,3,2
1399_0,22,136,0,6,3,1
1400_0,45,128,0,5,10,1
1401_0,41,128,2,5,8,1
1402_0,32,128,0,5,6,1
1403_0,39,129,2,4,10,1
1404_0,28,128,2,6,5,2
1405_0,22,128,2,5,4,1
1406_0,52,0,2,9,11,4
1409_0,31,128,2,5,5,1
1411_0,76,8,2,8,23,10
1412_0,19,128,0,7,3,1
1413_0,35,128,2,5,7,2
1415_0,33,128,2,4,9,1
1416_0,72,0,0,10,21,11
1417_0,38,128,0,5,8,2
1418_0,59,32,2,9,13,4
1419_0,21,128,2,7,4,1
1420_0,61,0,2,9,15,4
1421_0,39,128,2,4,7,1
1422_0,58,128,0,4,16,2
1423_0,37,128,2,5,7,1
1424_0,16,128,0,7,2,1
1425_0,45,128,0,5,10,1
1426_0,25,136,2,4,3,1
1427_0,73,0,2,8,22,10.5
1429_0,11,128,2,6,2,1
1430_0,76,0,2,8,26,11
1433_0,48,129,2,5,12,2
1434_0,15,128,0,8,2,1
1435_0,28,128,2,5,5,1
1436_0,93,8,97,7,53,10
1437_0,29,128,2,5,6,2
1438_0,37,128,2,4,6,1
1439_0,37,128,0,4,8,1
1440_0,14,128,0,7,2,1
1441_0,75,0,2,8,24,11
1442_0,93,8,97,7,52,4
1443_0,14,128,2,3,2,1
1445_0,18,136,2,4.5,3,1
1446_0,7,136,0,0,1,0
1447_0,11,128,2,6,2,1
1448_0,30,128,2,5,6,1
1449_0,50,128,2,4,14,2
1450_0,33,128,2,6,8,2
1452_0,13,128,2,7,2,1
1454_0,84,0,2,6.5,31,12
1455_0,80,0,0,7.5,29,12
1456_0,67,8,2,9,17,4
1457_0,9,128,0,0,1,0
1458_0,65,0,2,9,18,5
1459_0,67,128,0,4,18,2
1460_0,72,128,2,4,22,2
1461_0,48,136,2,5,13,2
1464_0,14,128,0,7,2,1
1465_0,64,128,0,4,18,2
1466_0,24,128,0,7,4,2
1468_0,66,128,0,4,19,2
1469_0,12,128,0,7,2,1
1471_0,47,132,2,5,10,2
1472_0,15,128,2,6,3,1
1473_0,32,128,2,6,6,1
1474_0,47,128,2,5,12,2
1475_0,9,129,0,0,1,0
1477_0,10,128,0,0,1,0
1479_0,77,0,2,8,23,11
1480_0,15,128,0,8,2,1
1481_0,73,0,2,9,19,11
1482_0,40,128,2,6,10,2
1483_0,59,4,2,9,14,4
1484_0,7,128,0,0,1,0
1485_0,13,128,0,7,2,1
1486_0,16,137,10,5,2,1
1487_0,35,128,0,5,9,2
1489_0,11,160,2,6,2,1
1490_0,14,160,2,6,2,1
1491_0,45,128,2,5,10,1.5
1492_0,30,129,0,5,6,1
1493_0,23,128,0,5,4,1
1494_0,54,129,2,4,15,2
1495_0,26,136,2,4,4,1
1496_0,49,133,2,4,12,2
1499_0,63,128,0,4,18,2
1500_0,34,128,0,6,7,1
1502_0,14,128,0,7,2,1
1503_0,52,4,2,9,13,4
1505_0,42,4,2,10,7,5
1506_0,9,160,0,0,1,0
1507_0,32,128,2,5,5,1
1508_0,64,0,2,9,18,7
1509_0,7,128,0,0,1,0
1511_0,25,129,2,5,3,1
1514_0,39,128,0,5,9,2
1515_0,45,128,0,5,11,2
1518_0,28,132,2,4,6,1
1519_0,13,136,2,5,2,1
1520_0,47,136,2,5,10,2
1521_0,24,129,0,5,5,1
1523_0,67,0,2,9,20,10
1524_0,60,9,2,9,14,5
1525_0,53,128,2,4,13,2
1526_0,37,128,2,6,7,1
1527_0,37,136,2,4,6,1
1529_0,51,4,2,10,10,4
1530_0,34,128,2,5,7,1
1531_0,11,136,2,5,2,1
1532_0,9,128,0,0,1,0
1533_0,30,128,0,7,5,1
1534_0,8,136,0,0,1,0
1536_0,59,128,2,4,15,2
1537_0,32,128,0,6,6,2
1538_0,64,4,2,9,17,10
1539_0,93,8,97,6,51,5
1540_0,38,128,0,5,8,2
1542_0,12,128,0,6,2,1
1544_0,34,136,2,5,6,1
1545_0,48,136,2,5,10,1
1546_0,7,136,0,0,1,0
1547_0,38,128,2,5,10,2
1548_0,53,0,2,9,12,3
1550_0,29,128,0,6,5,1
1553_0,42,136,0,5,7,2
1554_0,26,136,0,6,5,1
1555_0,6,160,97,5,1,1
1557_0,10,32,18,9,1,2
1558_0,12,136,0,7,2,1
1559_0,43,136,2,4,7,1
1560_0,9,136,0,0,1,0
1561_0,23,136,2,5,3,1
1562_0,28,136,2,4,5,1
1563_0,27,128,0,7,5,2
1565_0,86,0,32,5,39,12
1566_0,49,136,2,5,11,2
1568_0,60,128,2,5,11,2
1569_0,45,128,2,4,7,1
1570_0,54,128,0,4,14,2
1572_0,34,128,2,5,8,2
1573_0,36,128,0,6,7,1
1574_0,22,128,0,6,4,1.5
1575_0,18,128,0,7,3,2
1576_0,87,8,32,6,42,11
1578_0,55,128,0,4,16,2
1579_0,93,8,97,7,52,9
1580_0,58,4,2,9,15,9
1581_0,30,136,0,6,6,1
1582_0,90,0,97,6,46,10
1583_0,79,4,2,7,28,11
1584_0,43,128,0,5,11,2
1585_0,20,128,2,9,3,1
1586_0,35,128,2,5,8,2
1587_0,63,0,2,9,18,7
1588_0,31,128,0,4,7,1
1589_0,50,0,2,8,11,3
1591_0,0,160,97,0,0,0
1592_0,28,132,0,5,5,1
1594_0,9,160,2,0,1,0
1595_0,41,129,0,4,11,2
1596_0,30,136,2,4,5,1
1597_0,9,136,0,0,1,0
1598_0,19,128,0,7,3,1
1599_0,15,136,2,5,2,1
1600_0,28,128,2,6,5,2
1601_0,10,128,0,6,2,1
1602_0,14,128,2,7,2,1
1603_0,62,8,2,9,15,4
1604_0,41,136,2,4,9,1
1605_0,29,128,0,6,5,1
1606_0,9,136,0,0,1,0
1607_0,45,129,0,4,12,1
1608_0,24,128,2,7,5,1
1609_0,12,128,2,6,2,1
1610_0,29,128,0,5,6,1
1611_0,48,128,2,4,12,2
1612_0,72,8,2,8,22,6.5
1613_0,21,136,0,5,3,1
1614_0,32,130,2,5,8,1
1615_0,13,128,2,7,2,1
1616_0,67,8,2,7,21,10.5
1617_0,39,128,0,5,11,2
1618_0,70,0,2,9,21,10
1619_0,44,128,0,6,11,2
1620_0,21,136,2,5,3,1
1621_0,43,128,0,5,11,2
1628_0,42,128,2,5,9,1
1629_0,31,136,2,4,6,1
1632_0,46,128,2,5,11,2
1633_0,21,128,2,8,4,2
1634_0,26,128,0,6,4,1
1635_0,63,0,0,9,14,4
1636_0,16,136,0,5,3,1
1637_0,28,136,2,5,5,1
1640_0,20,128,2,8,3,2
1641_0,39,129,2,4.5,7,1
1642_0,48,4,2,9,9,3
1643_0,16,136,10,2,3,1
1644_0,28,129,2,5,5,1
1645_0,23,136,2,5,4,1
1646_0,9,160,2,0,1,0
1647_0,10,136,2,0,1,0
1648_0,19,128,2,8,3,2
1649_0,72,0,2,9,21,10
1650_0,44,129,2,5,10,2
1652_0,42,136,2,4,10,2
1653_0,67,4,2,10,18,7
1654_0,14,136,0,7,2,1
1655_0,33,136,2,4,6,1
1656_0,39,128,2,4,7,1
1657_0,26,136,2,6,4,1
1660_0,62,128,0,4,17,2
1661_0,54,128,2,4,15,2
1662_0,15,136,2,6,2,1
1663_0,23,128,2,6,4,2
1664_0,58,8,2,9,12,5.5
1665_0,10,128,2,6,2,1
1666_0,53,128,2,5,13,2
1667_0,7,136,2,0,1,0
1668_0,93,0,34,4.5,51,5
1669_0,79,1,0,8,27,12
1670_0,18,136,2,5,3,1
1671_0,34,128,0,5.5,8,2
1672_0,62,128,2,4,19,2
1673_0,13,128,0,6,2,1
1674_0,33,128,2,6,6,1
1675_0,9,128,0,0,1,0
1676_0,10,128,0,6,2,1
1677_0,10,128,0,0,1,0
1678_0,78,0,2,8,26,11
1680_0,21,136,2,7,4,2
1681_0,15,136,2,6,2,1
1682_0,11,160,0,6,2,1
1685_0,12,128,0,6,2,1
1687_0,31,136,2,5,6,1
1689_0,17,128,0,7,3,1
1690_0,32,128,2,6,7,2
1691_0,23,128,2,8,3,1
1693_0,46,128,2,5,13,2
1694_0,49,8,2,8,10,3
1695_0,7,160,0,0,1,0
1696_0,18,128,0,9,3,1
1697_0,9,160,2,0,1,0
1699_0,13,128,2,7,2,1
1700_0,92,8,32,6,49,9.5
1701_0,20,136,2,5,3,1
1702_0,63,0,2,9,15,5
1703_0,35,128,0,6,7,1
1705_0,14,136,2,5,2,1
1706_0,23,136,2,4,3,1
1707_0,85,0,32,6,37,12
1709_0,20,128,2,7,4,1
1711_0,19,128,0,7,2,1
1712_0,31,128,2,6,7,2
1713_0,41,136,0,5.5,8,1
1714_0,9,128,0,0,1,0
1715_0,23,128,2,7,4,2
1716_0,13,128,0,7,2,1
1717_0,11,128,0,7,2,1
1718_0,66,4,2,10,18,9
1719_0,17,128,2,8,2,1
1721_0,11,128,2,6,2,1
1722_0,36,128,0,5,7,1
1724_0,12,128,0,6,2,1
1725_0,46,128,2,5,12,2
1726_0,78,0,2,9,27,12
1727_0,57,128,2,3,11,1
1728_0,27,128,2,5.5,5,2
1729_0,14,136,0,7,2,1
1730_0,19,128,2,7,3,1
1731_0,30,136,2,4,6,1
1732_0,45,128,2,5,11,2
1733_0,19,129,2,8,3,2
1734_0,30,136,2,0,5,0
1735_0,50,128,0,5,13,2
1736_0,18,136,2,5,3,1
1737_0,41,32,2,8,6,2
1738_0,21,128,0,7,4,2
1739_0,11,136,0,7,2,1
1740_0,38,128,0,5,7,1
1742_0,27,136,2,5,5,1
1744_0,40,129,2,5,8,1
1745_0,24,128,0,6,5,1
1746_0,46,136,0,3,9,1
1747_0,22,128,2,7,3,1
1748_0,90,9,34,8,45,8.5
1749_0,89,1,34,5.5,44,11
1750_0,81,0,2,7.5,30,11
1751_0,49,128,0,4,12,2
1752_0,16,128,0,7,3,1
1753_0,7,128,0,0,1,0
1754_0,34,130,0,5,9,1
1755_0,12,136,0,6,2,1
1756_0,13,128,0,7,2,1
1757_0,55,128,0,4,14,2
1758_0,9,136,0,0,1,0
1761_0,26,136,2,3,4,1
1765_0,29,128,0,6,5,1
1766_0,41,8,2,8,8,2
1767_0,27,128,0,6,5,1
1768_0,59,4,2,9,15,4.5
1769_0,7,128,0,0,1,0
1771_0,66,0,2,8,16,5
1772_0,18,136,2,6,3,1
1773_0,17,160,2,5,2,1
1774_0,26,136,2,5,4,1
1775_0,43,128,2,3,8,1
1778_0,71,0,2,9,23,10
1780_0,47,128,0,4,12,2
1781_0,13,128,0,7,2,1
1782_0,54,128,2,4,15,2
1783_0,11,136,2,6,2,1
1785_0,69,0,10,7.5,21,11
1786_0,41,128,2,5,10,2
1787_0,18,129,0,8,3,1
1788_0,27,132,2,5,5,1
1789_0,55,136,2,5,12,2
1790_0,67,8,2,9,18,11
1791_0,82,1,2,7,28,11.5
1792_0,36,128,2,4,9,1
1793_0,12,129,2,6,2,1
1794_0,52,8,2,10,12,4
1796_0,24,128,2,5,4,1
1797_0,41,128,2,5.5,8,1
1798_0,45,128,2,5,10,2
1800_0,11,136,0,6,2,1
1802_0,52,4,2,8,9,3
1803_0,56,128,2,4,17,2
1804_0,34,136,2,5,6,1
1805_0,10,136,2,6,2,1
1806_0,25,128,2,6,5,1
1807_0,10,136,2,6,2,1
1808_0,49,128,0,5,11,2
1809_0,25,136,2,3,3,1
1810_0,22,136,2,4,3,1
1812_0,45,128,2,5,10,2
1814_0,22,128,2,6,3,1
1815_0,19,132,2,6,3,1
1817_0,63,4,2,9,16,12
1818_0,23,128,0,7,4,1
1819_0,18,128,0,6,3,1
1820_0,28,128,2,6,5,1
1821_0,54,128,0,4,14,2
1822_0,28,129,2,5,5,1
1825_0,81,1,2,7,31,12
1826_0,68,1,2,10,20,10
1827_0,33,128,2,6,8,2
1828_0,18,128,2,9,3,1
1830_0,50,128,2,4,14,2
1831_0,89,0,32,5,41,12
1832_0,57,4,2,9,14,6
1833_0,27,129,2,6,5,1
1834_0,11,128,0,6,2,1
1836_0,37,128,2,5,7,1
1837_0,30,128,0,6.5,7,2
1839_0,9,32,16,9,1,3
1840_0,13,128,2,6,2,1
1841_0,11,128,2,6,2,1
1842_0,76,0,2,8,27,12
1843_0,19,128,2,7,3,2
1844_0,29,128,2,3,5,1
1845_0,50,128,0,4,12,1
1847_0,18,136,2,5,3,1
1848_0,12,128,2,6,2,1
1849_0,24,128,2,5,5,1
1850_0,9,128,0,6,2,1
1851_0,10,136,0,6,2,1
1852_0,45,128,2,4,12,2
1853_0,38,136,0,4,6,1
1857_0,12,128,0,6,2,1
1858_0,9,128,0,0,1,0
1859_0,17,128,2,8,3,1
1862_0,46,128,2,5,10,1
1863_0,49,128,0,4,13,2
1864_0,52,0,2,9,11,4
1865_0,78,0,2,9,27,12
1866_0,2,160,97,7,0,1
1867_0,52,128,0,4,15,2
1869_0,25,8,97,10,5,5
1870_0,28,128,2,6,6,1
1871_0,39,5,2,9,6,3
1874_0,19,136,2,4,3,1
1875_0,16,128,2,9,2,1
1876_0,54,128,0,4,15,2
1877_0,11,136,0,6,2,1
1878_0,43,128,0,4,7,1
1879_0,22,128,0,8,4,1
1880_0,7,136,0,0,1,0
1881_0,37,128,0,5,8,2
1882_0,11,136,2,7,2,1
1883_0,52,129,2,4,14,2
1884_0,16,8,97,9,3,3
1885_0,11,136,2,5,2,1
1887_0,18,128,2,8,3,2
1888_0,17,136,2,0,3,0
1889_0,9,160,0,0,1,0
1891_0,24,128,2,6,4,2
1892_0,77,0,2,8,25,11
1893_0,79,0,2,8,29,12
1894_0,64,8,2,9,17,8
1895_0,61,128,2,4,17,2
1896_0,12,136,2,6,2,1
1897_0,61,2,2,10,16,4.5
1898_0,11,128,2,6,2,1
1900_0,9,160,0,0,1,0
1901_0,36,128,0,5,7,1
1902_0,37,128,2,4,7,1
1903_0,62,8,2,9,14,3
1904_0,9,136,0,0,1,0
1906_0,11,136,0,7,2,1
1907_0,9,128,0,0,1,0
1908_0,75,0,2,8,25,11
1909_0,85,0,2,6,33,12
1910_0,90,8,97,6,46,6.5
1911_0,10,160,2,0,1,0
1912_0,25,128,0,4,4,1
1914_0,47,128,0,5,11,2
1915_0,65,0,2,9,19,10
1916_0,77,0,2,9,26,11
1917_0,13,128,0,7,2,1
1919_0,47,129,2,3,9,1
1920_0,59,128,2,4,18,2
1921_0,72,128,2,3,23,2
1922_0,12,161,8,4.5,2,1
1923_0,20,128,2,6,3,1
1924_0,34,128,0,6,8,2
1926_0,22,128,0,7,3,2
1927_0,58,136,2,3,11,1
1928_0,10,136,0,6,2,1
1929_0,44,129,2,4,12,1
1930_0,8,136,2,0,1,0
1932_0,35,128,2,6,9,2
1933_0,10,136,0,6,2,1
1934_0,24,128,2,7,4,2
1936_0,24,128,0,5,5,1
1937_0,37,128,0,5,9,2
1938_0,13,128,2,7,2,1
1939_0,49,128,2,5,12,2
1940_0,60,8,2,9,14,3
1941_0,18,128,2,7,3,1
1943_0,42,128,0,5,11,2
1944_0,32,129,2,5,6,1
1945_0,31,128,0,5,8,2
1946_0,13,136,0,7,2,1
1948_0,12,129,2,6,2,1
1950_0,83,8,16,7,30,11
1952_0,25,128,2,6,5,1
1953_0,49,128,0,5,14,2
1954_0,12,136,2,6,2,1
1956_0,15,128,0,7,2,1
1957_0,30,128,0,6,7,2
1958_0,39,128,2,5,8,1
1960_0,32,128,2,5.5,7,2
1961_0,37,129,0,5,7,1
1962_0,34,128,0,5,7,1
1963_0,68,0,0,9,17,6
1967_0,10,128,0,6,2,1
1968_0,10,128,0,0,1,0
1970_0,12,136,0,6,2,1
1972_0,11,136,0,7,2,1
1973_0,28,128,2,7,5,1.5
1974_0,69,8,2,8,14,4
1975_0,43,128,2,4,8,1
1976_0,39,128,2,3,7,1
1977_0,38,8,2,10,7,2
1979_0,53,1,0,8,11,3
1980_0,58,4,18,8,15,8
1981_0,46,4,2,9,11,8.5
1982_0,50,128,2,4,13,2
1983_0,25,128,0,5,4,1
1984_0,45,128,2,3,9,1
1986_0,70,0,2,8,18,5
1987_0,28,128,2,5.5,5,1
1988_0,26,128,0,6,5,1
1989_0,41,132,2,4,8,1
1990_0,9,160,2,0,1,0
1991_0,61,8,2,9,13,4
1992_0,44,128,0,4,12,2
1994_0,54,128,2,4,14,2
1996_0,38,32,16,9,7,3
1997_0,77,0,2,8,27,11
1998_0,15,129,8,5.5,2,1
1999_0,25,128,0,6,5,1
2000_0,9,128,0,0,1,0
2001_0,80,0,16,7,30,8
2002_0,89,1,40,6,36,11
2004_0,8,128,0,0,1,0
2005_0,23,128,2,7,4,2
2007_0,52,128,0,4,15,2
2008_0,25,128,0,6,4,1
2009_0,20,136,2,6,3,1
2010_0,47,136,2,4,10,2
2011_0,7,136,0,0,1,0
2012_0,16,136,2,7,2,1
2013_0,18,136,2,5,3,1
2014_0,45,128,0,4,12,2
2015_0,58,4,2,9,14,5
2016_0,12,161,2,6,2,1
2017_0,10,128,2,0,1,0
2018_0,32,128,2,5,8,1
2021_0,35,128,0,5,9,2
2023_0,41,128,2,6,11,2
2024_0,11,128,0,6,2,1
2025_0,49,128,2,5,11,2
2026_0,9,160,8,5,1,1
2028_0,47,4,2,9,9,3
2029_0,37,136,2,5,7,1.5
2030_0,67,0,2,9,18,5
2031_0,25,128,0,4,5,1
2032_0,2,160,97,6,0,1
2034_0,44,136,2,4,9,1
2036_0,61,0,0,9,15,4
2037_0,10,128,0,6,2,1
2038_0,44,128,2,4,8,1
2039_0,13,128,0,7,2,1
2040_0,16,128,0,7,2,1
2041_0,65,0,2,10,16,5
2042_0,0,160,97,0,0,0
2043_0,66,136,2,4.5,16,2
2044_0,39,128,0,6,7,1
2046_0,6,128,0,0,1,0
2048_0,9,136,0,0,1,0
2050_0,25,136,0,6,4,1
2051_0,15,136,2,4,2,1
2052_0,36,128,2,6,7,1
2053_0,31,128,2,7,8,2
2054_0,19,128,0,8,3,1
2056_0,55,4,2,8,12,3
2057_0,51,128,2,5,12,2
2058_0,24,128,2,7,4,2
2059_0,15,128,2,8,2,1
2062_0,32,8,18,10,6,5
2063_0,16,128,2,8,3,1
2064_0,60,128,2,5,15,2
2065_0,38,128,2,6,7,2
2066_0,15,128,0,7,2,1
2067_0,12,136,0,6,2,1
2068_0,29,128,2,5,7,1
2069_0,26,128,0,5,5,1
2070_0,36,8,2,9,7,3
2071_0,10,136,0,6,2,1
